PassengerId,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Earth,Europa,Mars,True,55 Cancri e,PSO J318.5-22,TRAPPIST-1e,True,transported_True
1829_06,29.0,0.0,699.0,0.0,0.0,1955.0,0,1,0,0,0,0,1,0,0
1833_01,48.0,140.0,127.0,0.0,4102.0,521.0,0,1,0,0,1,0,0,0,0
1836_01,23.0,1639.0,1218.0,0.0,1.0,0.0,1,0,0,0,0,0,1,0,1
1841_01,55.0,1104.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0
1844_01,38.0,0.0,0.0,0.0,0.0,1381.0,1,0,0,0,0,1,0,0,0
1844_02,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1
1844_03,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1
1846_01,20.0,0.0,0.0,0.0,788.0,16.0,1,0,0,0,0,0,1,0,0
1849_01,25.0,113.0,0.0,0.0,1282.0,0.0,1,0,0,0,0,0,1,0,0
1850_01,54.0,0.0,316.0,257.0,0.0,0.0,1,0,0,0,0,1,0,0,0
1850_02,25.0,0.0,0.0,1.0,735.0,25.0,1,0,0,0,1,0,0,0,0
1853_01,14.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1
1854_01,53.0,0.0,13527.0,0.0,0.0,771.0,0,1,0,0,1,0,0,0,1
1855_01,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1
1855_02,39.0,0.0,43.0,864.0,0.0,85.0,1,0,0,0,0,0,1,0,0
1856_01,22.0,8.0,710.0,0.0,27.0,0.0,1,0,0,0,0,0,1,0,1
1857_01,31.0,120.0,0.0,657.0,52.0,0.0,0,0,1,0,1,0,0,0,0
1860_01,35.0,0.0,1.0,0.0,0.0,3156.0,0,1,0,0,0,0,1,1,0
1860_02,35.0,95.0,3441.0,0.0,391.0,318.0,0,1,0,0,1,0,0,0,0
1861_01,32.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,1
1861_02,61.0,953.0,415.0,974.0,0.0,133.0,0,0,1,0,0,0,1,0,0
1863_01,58.0,14.0,0.0,1081.0,0.0,0.0,1,0,0,0,1,0,0,0,1
1865_02,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0
1865_03,8.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,1
1866_01,29.0,0.0,0.0,0.0,0.0,865.0,1,0,0,0,0,0,1,0,0
1868_01,64.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,1
1872_01,25.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,0
1874_01,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
1877_01,37.0,28.0,25.0,26.0,806.0,3.0,1,0,0,0,0,0,1,0,0
1878_01,49.0,0.0,0.0,0.0,724.0,0.0,1,0,0,0,0,0,1,0,0
1879_01,36.0,0.0,583.0,1789.0,19.0,1009.0,0,1,0,0,0,0,1,0,0
1880_01,20.0,470.0,128.0,0.0,0.0,9.0,1,0,0,0,1,0,0,0,0
1881_01,20.0,2215.0,0.0,0.0,86.0,0.0,1,0,0,0,0,0,1,0,1
1884_01,48.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,0
1886_01,26.0,0.0,3.0,176.0,611.0,0.0,1,0,0,0,0,0,1,0,0
1887_01,35.0,0.0,88.0,718.0,46.0,0.0,1,0,0,0,0,0,1,0,0
1888_01,30.0,116.0,0.0,0.0,728.0,29.0,1,0,0,0,0,0,1,0,1
1889_01,22.0,0.0,0.0,22.0,0.0,702.0,1,0,0,0,0,0,1,0,0
1889_02,5.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
1890_01,43.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0
1892_01,50.0,5.0,809.0,0.0,309.0,731.0,0,1,0,0,0,0,1,0,1
1892_03,19.0,0.0,748.0,158.0,5037.0,44.0,0,1,0,0,1,0,0,0,0
1897_01,39.0,0.0,10153.0,1.0,78.0,5063.0,0,1,0,0,1,0,0,0,1
1897_02,38.0,0.0,354.0,0.0,1806.0,0.0,0,1,0,0,0,0,1,0,1
1899_01,25.0,11.0,44.0,397.0,0.0,0.0,1,0,0,0,0,1,0,0,0
1901_01,42.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,1
1901_02,36.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,1
1902_01,19.0,42.0,0.0,345.0,1431.0,0.0,1,0,0,0,0,0,1,0,0
1903_01,42.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
1905_01,40.0,1465.0,39.0,0.0,0.0,1225.0,1,0,0,0,1,0,0,0,0
1906_01,14.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
1908_01,18.0,1218.0,0.0,34.0,1095.0,0.0,0,0,1,0,0,0,1,0,0
1911_01,46.0,8.0,652.0,0.0,5.0,90.0,1,0,0,0,0,0,1,0,0
1916_01,15.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1
1918_01,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,0
1918_02,52.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1
1918_03,38.0,34.0,2043.0,0.0,1339.0,0.0,0,1,0,0,0,0,1,0,1
1920_01,46.0,731.0,0.0,288.0,0.0,2.0,0,0,1,0,0,0,1,0,0
1922_01,23.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0
1923_01,63.0,0.0,4286.0,18.0,4.0,872.0,0,1,0,0,0,0,1,0,1
1923_02,24.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,1
1925_01,50.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
1927_01,55.0,2424.0,0.0,1.0,0.0,284.0,0,0,1,0,0,0,1,0,0
1928_01,21.0,0.0,0.0,107.0,166.0,388.0,1,0,0,0,0,1,0,0,1
1931_01,56.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,1
1935_01,18.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0
1937_01,47.0,7.0,877.0,17.0,0.0,0.0,1,0,0,0,0,0,1,0,0
1938_01,36.0,0.0,0.0,1508.0,110.0,117.0,1,0,0,0,0,0,1,0,1
1939_01,57.0,975.0,0.0,295.0,39.0,0.0,0,0,1,0,0,0,1,1,0
1939_02,13.0,3037.0,10.0,43.0,0.0,0.0,0,0,1,0,0,0,1,0,0
1940_01,27.0,120.0,0.0,1476.0,3.0,0.0,0,0,1,0,0,0,1,0,0
1941_01,20.0,717.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0
1945_01,15.0,0.0,0.0,787.0,0.0,0.0,1,0,0,0,0,0,1,0,0
1946_01,34.0,0.0,0.0,53.0,731.0,0.0,1,0,0,0,0,0,1,0,0
1947_01,21.0,942.0,0.0,0.0,0.0,7.0,1,0,0,0,0,0,1,0,0
1950_01,51.0,0.0,0.0,0.0,101.0,1357.0,1,0,0,0,0,0,1,0,0
1953_01,58.0,0.0,0.0,0.0,0.0,717.0,1,0,0,0,0,0,1,0,0
1957_01,25.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
1959_01,15.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1
1959_03,29.0,0.0,433.0,4899.0,393.0,260.0,0,1,0,0,1,0,0,0,1
1960_01,36.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1
1960_02,21.0,0.0,0.0,677.0,4.0,0.0,1,0,0,0,0,1,0,0,1
1961_01,35.0,302.0,6.0,0.0,6.0,613.0,1,0,0,0,0,0,1,0,1
1962_01,24.0,3.0,361.0,94.0,824.0,160.0,1,0,0,0,0,0,1,0,0
1962_02,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0
1963_01,43.0,0.0,0.0,0.0,1200.0,17.0,1,0,0,0,0,0,1,0,0
1968_01,38.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,1
1971_01,54.0,3.0,0.0,56.0,633.0,0.0,1,0,0,0,0,1,0,0,0
1973_01,39.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,1
1974_01,41.0,3702.0,0.0,1.0,0.0,18.0,0,0,1,0,0,0,1,0,0
1975_01,22.0,0.0,0.0,0.0,10.0,761.0,1,0,0,0,0,0,1,0,0
1976_03,26.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,1,1
1976_04,39.0,1.0,2972.0,0.0,3175.0,1.0,0,1,0,0,0,0,1,0,0
1976_05,15.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,1
1976_06,64.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1
1976_07,25.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1
1977_01,35.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,1
1979_01,26.0,401.0,0.0,693.0,62.0,0.0,1,0,0,0,0,0,1,0,0
1980_01,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1
1980_02,29.0,1434.0,5.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0
1980_03,44.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1
1981_01,27.0,196.0,602.0,0.0,0.0,198.0,1,0,0,0,0,0,1,0,0
1983_01,17.0,414.0,0.0,139.0,28.0,173.0,1,0,0,0,0,1,0,0,0
1985_01,19.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,1
1988_01,44.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
1991_02,22.0,213.0,85.0,352.0,12.0,1.0,1,0,0,0,0,0,1,0,1
1993_01,31.0,1062.0,0.0,802.0,71.0,0.0,1,0,0,0,0,0,1,0,0
1994_01,17.0,0.0,0.0,249.0,537.0,5.0,1,0,0,0,0,0,1,0,1
1995_01,30.0,231.0,0.0,0.0,274.0,26.0,1,0,0,0,0,1,0,0,0
1996_01,15.0,12.0,25.0,197.0,631.0,0.0,1,0,0,0,0,0,1,0,0
1999_01,55.0,373.0,1.0,1.0,496.0,0.0,1,0,0,0,0,0,1,0,0
2000_01,28.0,5.0,2676.0,13.0,0.0,157.0,0,1,0,0,1,0,0,0,1
2001_01,33.0,673.0,194.0,548.0,59.0,40.0,1,0,0,0,0,0,1,0,0
2006_02,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0
2006_03,2.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
2007_01,30.0,0.0,5734.0,0.0,5.0,1.0,0,1,0,0,1,0,0,0,1
2009_01,31.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0
2009_02,17.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1
2009_03,40.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,1
2012_01,30.0,1250.0,865.0,0.0,3725.0,5416.0,0,1,0,0,1,0,0,1,0
2013_01,17.0,0.0,0.0,0.0,0.0,804.0,1,0,0,0,0,0,1,0,0
2015_01,19.0,1139.0,18.0,0.0,0.0,671.0,1,0,0,0,0,0,1,0,1
2019_01,22.0,0.0,5183.0,0.0,1080.0,2.0,0,1,0,0,1,0,0,0,1
2022_01,36.0,0.0,809.0,0.0,86.0,0.0,1,0,0,0,0,1,0,0,0
2024_02,17.0,44.0,1535.0,10.0,51.0,0.0,1,0,0,0,1,0,0,0,1
2026_02,15.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,1
2026_03,20.0,0.0,4.0,429.0,0.0,287.0,1,0,0,0,0,0,1,0,0
2027_01,19.0,30.0,1.0,1051.0,0.0,6.0,1,0,0,0,1,0,0,0,1
2028_01,24.0,662.0,0.0,0.0,0.0,9.0,1,0,0,0,0,1,0,0,0
2029_01,43.0,0.0,6.0,730.0,1.0,0.0,1,0,0,0,1,0,0,0,0
2032_01,26.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,1
2034_01,42.0,399.0,75.0,38.0,771.0,0.0,1,0,0,0,0,0,1,0,0
2038_01,21.0,6.0,133.0,503.0,0.0,2.0,1,0,0,0,0,0,1,0,0
2040_01,50.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1
2040_02,25.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1
2042_01,50.0,0.0,0.0,0.0,785.0,19.0,1,0,0,0,0,0,1,0,0
2046_01,30.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0
2052_01,31.0,162.0,1211.0,4.0,0.0,1.0,0,0,1,0,0,0,1,0,1
2053_01,26.0,281.0,741.0,13.0,0.0,4724.0,0,1,0,0,1,0,0,0,0
2055_04,6.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,1
2055_05,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1
2055_06,11.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
2056_01,52.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
2056_02,14.0,16.0,0.0,0.0,712.0,149.0,1,0,0,0,0,0,1,0,0
2056_03,68.0,0.0,286.0,0.0,1739.0,13.0,1,0,0,0,0,0,1,0,0
2056_04,18.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,1
2059_01,55.0,2.0,0.0,0.0,0.0,907.0,1,0,0,0,0,0,1,0,1
2061_01,34.0,0.0,5063.0,0.0,56.0,327.0,0,1,0,0,0,0,1,0,1
2063_01,38.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0
2065_01,13.0,12.0,0.0,0.0,0.0,1963.0,1,0,0,0,0,0,1,0,0
2066_01,19.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1
2067_01,30.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1
2067_02,27.0,0.0,0.0,72.0,668.0,2713.0,0,1,0,0,0,0,1,1,0
2071_01,45.0,0.0,3559.0,0.0,3615.0,163.0,0,1,0,0,1,0,0,0,0
2071_02,28.0,167.0,2406.0,71.0,283.0,650.0,0,1,0,0,1,0,0,0,1
2073_01,23.0,177.0,0.0,7.0,0.0,448.0,1,0,0,0,0,0,1,0,0
2074_01,24.0,1289.0,3343.0,0.0,4996.0,729.0,0,1,0,0,0,0,1,0,0
2074_02,23.0,9.0,4081.0,0.0,0.0,16.0,0,1,0,0,0,0,1,0,1
2075_01,29.0,270.0,0.0,0.0,25.0,343.0,1,0,0,0,1,0,0,0,0
2080_01,46.0,430.0,0.0,340.0,52.0,61.0,1,0,0,0,0,0,1,0,0
2081_01,17.0,8.0,911.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1
2082_01,20.0,0.0,0.0,4.0,35.0,769.0,1,0,0,0,0,0,1,0,0
2083_01,24.0,121.0,20.0,0.0,68.0,506.0,1,0,0,0,0,0,1,0,0
2084_01,40.0,19.0,10.0,1.0,4759.0,6007.0,0,1,0,0,0,0,1,0,0
2085_01,38.0,0.0,590.0,2640.0,6202.0,99.0,0,1,0,0,0,0,1,0,0
2086_01,65.0,51.0,4451.0,0.0,20.0,397.0,0,1,0,0,0,0,1,0,1
2086_02,19.0,0.0,1342.0,0.0,152.0,556.0,0,1,0,0,0,0,1,0,1
2087_01,54.0,0.0,0.0,872.0,0.0,1.0,1,0,0,0,0,0,1,0,1
2088_01,38.0,0.0,717.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0
2088_02,40.0,51.0,0.0,1.0,368.0,509.0,1,0,0,0,0,0,1,0,1
2090_01,22.0,8.0,0.0,801.0,0.0,12.0,1,0,0,0,0,0,1,0,1
2092_01,18.0,29.0,0.0,2315.0,0.0,1.0,0,0,1,0,0,0,1,0,1
2092_02,43.0,546.0,0.0,41.0,710.0,0.0,0,0,1,0,0,0,1,0,0
2092_05,22.0,2300.0,0.0,22.0,256.0,0.0,0,0,1,0,0,0,1,0,0
2094_01,21.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,1
2095_01,25.0,0.0,11.0,0.0,13.0,1344.0,1,0,0,0,0,1,0,0,0
2096_01,29.0,216.0,10.0,611.0,594.0,0.0,0,0,1,0,0,0,1,0,0
2097_01,29.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,1
2100_01,45.0,0.0,0.0,734.0,3.0,5.0,1,0,0,0,0,1,0,0,1
2102_01,30.0,63.0,9314.0,249.0,2624.0,4538.0,0,1,0,0,0,0,1,0,0
2104_01,29.0,776.0,0.0,4.0,0.0,23.0,1,0,0,0,0,0,1,0,0
2105_01,16.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0
2106_01,20.0,1.0,0.0,0.0,4926.0,1.0,1,0,0,0,1,0,0,0,0
2107_01,33.0,235.0,2.0,1.0,650.0,0.0,1,0,0,0,0,0,1,0,0
2110_01,18.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
2111_01,24.0,600.0,593.0,1404.0,0.0,1.0,0,0,1,0,0,0,1,0,0
2112_01,29.0,860.0,305.0,18.0,1415.0,0.0,0,0,1,0,0,0,1,0,0
2114_01,40.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,1
2115_01,27.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1
2116_01,35.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
2118_01,26.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0
2120_01,49.0,0.0,0.0,1058.0,0.0,0.0,0,0,1,0,0,0,1,0,1
2121_01,23.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
2123_01,23.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0
2123_02,14.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,1
2124_01,21.0,770.0,0.0,0.0,40.0,0.0,1,0,0,0,1,0,0,0,0
2125_01,18.0,0.0,1.0,0.0,80.0,826.0,1,0,0,0,0,0,1,0,0
2127_01,19.0,721.0,62.0,7.0,0.0,0.0,1,0,0,0,0,0,1,0,1
2128_01,22.0,624.0,0.0,0.0,0.0,185.0,1,0,0,0,0,0,1,0,0
2129_01,17.0,736.0,0.0,2.0,20.0,0.0,1,0,0,0,0,0,1,0,0
2130_01,13.0,0.0,2.0,480.0,10.0,176.0,1,0,0,0,0,1,0,0,0
2133_02,16.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,1
2134_01,20.0,1146.0,0.0,0.0,0.0,3.0,0,0,1,0,0,0,1,0,0
2135_01,20.0,75.0,0.0,0.0,1545.0,0.0,1,0,0,0,0,0,1,0,0
2136_01,61.0,2.0,0.0,17.0,868.0,28.0,1,0,0,0,0,0,1,0,0
2137_01,27.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,1
2137_02,3.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1
2137_03,4.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1
2139_01,19.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,1
2140_01,18.0,0.0,0.0,698.0,0.0,0.0,1,0,0,0,0,0,1,0,1
2141_01,66.0,0.0,0.0,1610.0,0.0,0.0,1,0,0,0,1,0,0,0,1
2143_01,21.0,0.0,1433.0,0.0,1234.0,0.0,1,0,0,0,0,0,1,0,0
2143_02,7.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
2145_01,15.0,0.0,951.0,128.0,0.0,0.0,1,0,0,0,0,0,1,0,0
2148_01,13.0,579.0,226.0,61.0,1.0,7.0,1,0,0,0,0,0,1,0,0
2149_01,18.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1
2150_01,38.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0
2152_01,45.0,2138.0,0.0,0.0,659.0,0.0,1,0,0,0,0,0,1,0,0
2154_01,19.0,78.0,0.0,0.0,550.0,0.0,1,0,0,0,0,0,1,0,0
2156_01,49.0,651.0,25.0,0.0,849.0,2.0,1,0,0,0,0,0,1,0,0
2158_01,21.0,0.0,820.0,0.0,45.0,0.0,1,0,0,0,0,0,1,0,1
2159_01,18.0,0.0,402.0,2027.0,0.0,0.0,1,0,0,0,0,0,1,0,1
2161_01,43.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,1
2162_01,27.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,1
2162_02,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,1
2163_01,27.0,0.0,0.0,6.0,745.0,22.0,1,0,0,0,0,0,1,0,0
2168_01,35.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,1
2168_02,20.0,212.0,0.0,991.0,0.0,13.0,0,0,1,0,0,0,1,0,0
2171_01,24.0,388.0,0.0,7.0,409.0,0.0,1,0,0,0,0,0,1,0,0
2171_02,41.0,2.0,0.0,551.0,5577.0,68.0,1,0,0,0,0,0,1,0,0
2172_01,23.0,0.0,774.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,1
2173_01,27.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,1
2175_01,58.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,1
2179_01,30.0,437.0,3585.0,0.0,4488.0,281.0,0,1,0,0,0,0,1,0,0
2180_01,24.0,1.0,0.0,0.0,318.0,247.0,1,0,0,0,1,0,0,0,0
2182_01,31.0,46.0,1935.0,0.0,995.0,1254.0,0,1,0,0,0,0,1,0,0
2183_01,46.0,607.0,0.0,41.0,334.0,251.0,0,0,1,0,0,1,0,0,0
2183_02,20.0,938.0,59.0,31.0,12.0,0.0,0,0,1,0,0,0,1,0,0
2186_01,20.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
2187_01,30.0,0.0,236.0,0.0,1149.0,0.0,1,0,0,0,0,0,1,0,0
2188_01,24.0,0.0,421.0,0.0,207.0,63.0,1,0,0,0,1,0,0,0,0
2191_01,48.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,1
2193_01,25.0,0.0,0.0,619.0,0.0,70.0,1,0,0,0,0,1,0,0,0
2194_01,43.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
2195_01,27.0,0.0,280.0,119.0,646.0,5.0,1,0,0,0,0,0,1,0,1
2196_02,26.0,26.0,4587.0,0.0,102.0,0.0,0,1,0,0,1,0,0,0,1
2196_03,37.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1
2196_04,42.0,0.0,1180.0,0.0,2677.0,283.0,0,1,0,0,1,0,0,0,0
2198_01,61.0,0.0,654.0,902.0,0.0,68.0,1,0,0,0,1,0,0,0,1
2200_01,29.0,1443.0,1108.0,47.0,0.0,0.0,0,0,1,0,0,0,1,0,0
2202_01,51.0,1671.0,0.0,17.0,0.0,0.0,0,0,1,0,0,0,1,0,0
2203_01,43.0,2019.0,0.0,560.0,0.0,0.0,0,0,1,0,0,0,1,0,0
2204_01,25.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,1
2205_01,31.0,0.0,0.0,187.0,602.0,0.0,1,0,0,0,0,0,1,0,0
2206_01,13.0,0.0,14.0,857.0,0.0,72.0,1,0,0,0,0,1,0,0,0
2207_01,20.0,546.0,0.0,228.0,0.0,0.0,1,0,0,0,0,0,1,0,0
2210_01,16.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0
2211_01,15.0,0.0,2347.0,0.0,380.0,0.0,1,0,0,0,0,0,1,0,1
2212_01,50.0,0.0,5.0,0.0,2170.0,0.0,1,0,0,0,0,0,1,0,0
2215_01,41.0,0.0,29813.0,0.0,1257.0,6.0,0,1,0,0,1,0,0,1,1
2215_03,32.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1
2220_01,47.0,0.0,0.0,880.0,0.0,2.0,1,0,0,0,0,0,1,0,1
2221_01,29.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,1
2224_01,14.0,0.0,600.0,0.0,204.0,0.0,1,0,0,0,0,0,1,0,1
2225_01,25.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0
2229_01,22.0,48.0,329.0,182.0,26.0,154.0,1,0,0,0,0,0,1,0,0
2231_01,32.0,2.0,416.0,26.0,510.0,0.0,0,0,1,0,0,0,1,0,0
2232_01,31.0,0.0,14.0,671.0,1.0,3.0,1,0,0,0,1,0,0,0,0
2232_02,24.0,0.0,1220.0,0.0,140.0,0.0,1,0,0,0,0,0,1,0,0
2233_01,39.0,9.0,18.0,0.0,2.0,878.0,1,0,0,0,0,0,1,0,0
2234_01,20.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,1
2234_02,20.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,1
2234_03,19.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0
2234_06,17.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,1
2235_01,27.0,203.0,539.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0
2237_01,28.0,0.0,162.0,741.0,3733.0,99.0,0,1,0,0,1,0,0,0,1
2237_02,41.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1
2238_01,25.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,1
2239_01,26.0,93.0,0.0,469.0,0.0,0.0,1,0,0,0,0,1,0,0,1
2241_01,27.0,485.0,1109.0,921.0,0.0,1.0,1,0,0,0,0,0,1,0,0
2243_01,22.0,38.0,483.0,80.0,47.0,121.0,1,0,0,0,0,0,1,0,1
2251_01,62.0,320.0,1179.0,756.0,4996.0,85.0,0,1,0,0,1,0,0,0,0
2251_02,58.0,2.0,1.0,14.0,2.0,1153.0,0,1,0,0,0,0,1,0,0
2253_01,54.0,701.0,32.0,171.0,8.0,0.0,1,0,0,0,0,0,1,0,0
2254_01,26.0,0.0,10.0,0.0,702.0,1.0,1,0,0,0,0,0,1,0,0
2255_01,44.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,1
2255_02,34.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1
2256_01,47.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1
2257_02,22.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,0,1
2261_01,29.0,0.0,0.0,885.0,0.0,0.0,1,0,0,0,0,0,1,0,1
2262_01,43.0,485.0,4.0,136.0,48.0,0.0,1,0,0,0,1,0,0,0,0
2263_01,42.0,0.0,0.0,32.0,772.0,0.0,1,0,0,0,0,0,1,0,0
2264_01,39.0,0.0,0.0,13.0,0.0,868.0,1,0,0,0,0,0,1,0,1
